Category,Name,Other Name(s),Description,Convention,Units,Invalid Channel Criteria
,TwHt6RDxt,,"Local tower angular (rotational) roll deflection (relative to the undeflected position) of tower gage 6. In ADAMS, it is output as an Euler angle computed as the 3rd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower deflections, so that the rotation sequence does not matter.",About the local xt-axis,(deg),NTwGages < 6
,TwHt6RDyt,,"Local tower angular (rotational) pitch deflection (relative to the undeflected position) of tower gage 6. In ADAMS, it is output as an Euler angle computed as the 2nd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower deflections, so that the rotation sequence does not matter.",About the local yt-axis,(deg),NTwGages < 6
,TwHt6RDzt,,"Local tower angular (rotational) torsion deflection (relative to the undeflected position) of tower gage 6. This output will always be zero for FAST simulation results. Use it for examining tower torsional deflections of ADAMS simulations run using ADAMS datasets created using the FAST-to-ADAMS preprocessor. In ADAMS, it is output as an Euler angle computed as the 1st rotation in the yaw-pitch-roll rotation sequence.",About the local zt-axis,(deg),NTwGages < 6
,TwHt7RDxt,,"Local tower angular (rotational) roll deflection (relative to the undeflected position) of tower gage 7. In ADAMS, it is output as an Euler angle computed as the 3rd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower deflections, so that the rotation sequence does not matter.",About the local xt-axis,(deg),NTwGages < 7
,TwHt7RDyt,,"Local tower angular (rotational) pitch deflection (relative to the undeflected position) of tower gage 7. In ADAMS, it is output as an Euler angle computed as the 2nd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower deflections, so that the rotation sequence does not matter.",About the local yt-axis,(deg),NTwGages < 7
,TwHt7RDzt,,"Local tower angular (rotational) torsion deflection (relative to the undeflected position) of tower gage 7. This output will always be zero for FAST simulation results. Use it for examining tower torsional deflections of ADAMS simulations run using ADAMS datasets created using the FAST-to-ADAMS preprocessor. In ADAMS, it is output as an Euler angle computed as the 1st rotation in the yaw-pitch-roll rotation sequence.",About the local zt-axis,(deg),NTwGages < 7
,TwHt8RDxt,,"Local tower angular (rotational) roll deflection (relative to the undeflected position) of tower gage 8. In ADAMS, it is output as an Euler angle computed as the 3rd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower deflections, so that the rotation sequence does not matter.",About the local xt-axis,(deg),NTwGages < 8
,TwHt8RDyt,,"Local tower angular (rotational) pitch deflection (relative to the undeflected position) of tower gage 8. In ADAMS, it is output as an Euler angle computed as the 2nd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower deflections, so that the rotation sequence does not matter.",About the local yt-axis,(deg),NTwGages < 8
,TwHt8RDzt,,"Local tower angular (rotational) torsion deflection (relative to the undeflected position) of tower gage 8. This output will always be zero for FAST simulation results. Use it for examining tower torsional deflections of ADAMS simulations run using ADAMS datasets created using the FAST-to-ADAMS preprocessor. In ADAMS, it is output as an Euler angle computed as the 1st rotation in the yaw-pitch-roll rotation sequence.",About the local zt-axis,(deg),NTwGages < 8
,TwHt9RDxt,,"Local tower angular (rotational) roll deflection (relative to the undeflected position) of tower gage 9. In ADAMS, it is output as an Euler angle computed as the 3rd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower deflections, so that the rotation sequence does not matter.",About the local xt-axis,(deg),NTwGages < 9
,TwHt9RDyt,,"Local tower angular (rotational) pitch deflection (relative to the undeflected position) of tower gage 9. In ADAMS, it is output as an Euler angle computed as the 2nd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower deflections, so that the rotation sequence does not matter.",About the local yt-axis,(deg),NTwGages < 9
,TwHt9RDzt,,"Local tower angular (rotational) torsion deflection (relative to the undeflected position) of tower gage 9. This output will always be zero for FAST simulation results. Use it for examining tower torsional deflections of ADAMS simulations run using ADAMS datasets created using the FAST-to-ADAMS preprocessor. In ADAMS, it is output as an Euler angle computed as the 1st rotation in the yaw-pitch-roll rotation sequence.",About the local zt-axis,(deg),NTwGages < 9
,TwHt1TPxi,,xi-component of the translational position (relative to the inertia frame) of tower gage 1,Directed along the local xi-axis,(m),NTwGages < 1
,TwHt1TPyi,,yi-component of the translational position (relative to the inertia frame) of tower gage 1,Directed along the local yi-axis,(m),NTwGages < 1
,TwHt1TPzi,,zi-component of the translational position (relative to ground level [onshore] or MSL [offshore]) of tower gage 1,Directed along the local zi-axis,(m),NTwGages < 1
,TwHt2TPxi,,xi-component of the translational position (relative to the inertia frame) of tower gage 2,Directed along the local xi-axis,(m),NTwGages < 2
,TwHt2TPyi,,yi-component of the translational position (relative to the inertia frame) of tower gage 2,Directed along the local yi-axis,(m),NTwGages < 2
,TwHt2TPzi,,zi-component of the translational position (relative to ground level [onshore] or MSL [offshore]) of tower gage 2,Directed along the local zi-axis,(m),NTwGages < 2
,TwHt3TPxi,,xi-component of the translational position (relative to the inertia frame) of tower gage 3,Directed along the local xi-axis,(m),NTwGages < 3
,TwHt3TPyi,,yi-component of the translational position (relative to the inertia frame) of tower gage 3,Directed along the local yi-axis,(m),NTwGages < 3
,TwHt3TPzi,,zi-component of the translational position (relative to ground level [onshore] or MSL [offshore]) of tower gage 3,Directed along the local zi-axis,(m),NTwGages < 3
,TwHt4TPxi,,xi-component of the translational position (relative to the inertia frame) of tower gage 4,Directed along the local xi-axis,(m),NTwGages < 4
,TwHt4TPyi,,yi-component of the translational position (relative to the inertia frame) of tower gage 4,Directed along the local yi-axis,(m),NTwGages < 4
,TwHt4TPzi,,zi-component of the translational position (relative to ground level [onshore] or MSL [offshore]) of tower gage 4,Directed along the local zi-axis,(m),NTwGages < 4
,TwHt5TPxi,,xi-component of the translational position (relative to the inertia frame) of tower gage 5,Directed along the local xi-axis,(m),NTwGages < 5
,TwHt5TPyi,,yi-component of the translational position (relative to the inertia frame) of tower gage 5,Directed along the local yi-axis,(m),NTwGages < 5
,TwHt5TPzi,,zi-component of the translational position (relative to ground level [onshore] or MSL [offshore]) of tower gage 5,Directed along the local zi-axis,(m),NTwGages < 5
,TwHt6TPxi,,xi-component of the translational position (relative to the inertia frame) of tower gage 6,Directed along the local xi-axis,(m),NTwGages < 6
,TwHt6TPyi,,yi-component of the translational position (relative to the inertia frame) of tower gage 6,Directed along the local yi-axis,(m),NTwGages < 6
,TwHt6TPzi,,zi-component of the translational position (relative to ground level [onshore] or MSL [offshore]) of tower gage 6,Directed along the local zi-axis,(m),NTwGages < 6
,TwHt7TPxi,,xi-component of the translational position (relative to the inertia frame) of tower gage 7,Directed along the local xi-axis,(m),NTwGages < 7
,TwHt7TPyi,,yi-component of the translational position (relative to the inertia frame) of tower gage 7,Directed along the local yi-axis,(m),NTwGages < 7
,TwHt7TPzi,,zi-component of the translational position (relative to ground level [onshore] or MSL [offshore]) of tower gage 7,Directed along the local zi-axis,(m),NTwGages < 7
,TwHt8TPxi,,xi-component of the translational position (relative to the inertia frame) of tower gage 8,Directed along the local xi-axis,(m),NTwGages < 8
,TwHt8TPyi,,yi-component of the translational position (relative to the inertia frame) of tower gage 8,Directed along the local yi-axis,(m),NTwGages < 8
,TwHt8TPzi,,zi-component of the translational position (relative to ground level [onshore] or MSL [offshore]) of tower gage 8,Directed along the local zi-axis,(m),NTwGages < 8
,TwHt9TPxi,,xi-component of the translational position (relative to the inertia frame) of tower gage 9,Directed along the local xi-axis,(m),NTwGages < 9
,TwHt9TPyi,,yi-component of the translational position (relative to the inertia frame) of tower gage 9,Directed along the local yi-axis,(m),NTwGages < 9
,TwHt9TPzi,,zi-component of the translational position (relative to ground level [onshore] or MSL [offshore]) of tower gage 9,Directed along the local zi-axis,(m),NTwGages < 9
,TwHt1RPxi,,"xi-component of the rotational position (relative to the inertia frame) of tower gage 1. In ADAMS, it is output as an Euler angle computed as the 3rd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local xi-axis,(deg),NTwGages < 1
,TwHt1RPyi,,"yi-component of the rotational position (relative to the inertia frame) of tower gage 1. In ADAMS, it is output as an Euler angle computed as the 2nd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local yi-axis,(deg),NTwGages < 1
,TwHt1RPzi,,"zi-component of the rotational position (relative to the inertia frame) of tower gage 1. In ADAMS, it is output as an Euler angle computed as the 1st rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local zi-axis,(deg),NTwGages < 1
,TwHt2RPxi,,"xi-component of the rotational position (relative to the inertia frame) of tower gage 2. In ADAMS, it is output as an Euler angle computed as the 3rd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local xi-axis,(deg),NTwGages < 2
,TwHt2RPyi,,"yi-component of the rotational position (relative to the inertia frame) of tower gage 2. In ADAMS, it is output as an Euler angle computed as the 2nd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local yi-axis,(deg),NTwGages < 2
,TwHt2RPzi,,"zi-component of the rotational position (relative to the inertia frame) of tower gage 2. In ADAMS, it is output as an Euler angle computed as the 1st rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local zi-axis,(deg),NTwGages < 2
,TwHt3RPxi,,"xi-component of the rotational position (relative to the inertia frame) of tower gage 3. In ADAMS, it is output as an Euler angle computed as the 3rd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local xi-axis,(deg),NTwGages < 3
,TwHt3RPyi,,"yi-component of the rotational position (relative to the inertia frame) of tower gage 3. In ADAMS, it is output as an Euler angle computed as the 2nd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local yi-axis,(deg),NTwGages < 3
,TwHt3RPzi,,"zi-component of the rotational position (relative to the inertia frame) of tower gage 3. In ADAMS, it is output as an Euler angle computed as the 1st rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local zi-axis,(deg),NTwGages < 3
,TwHt4RPxi,,"xi-component of the rotational position (relative to the inertia frame) of tower gage 4. In ADAMS, it is output as an Euler angle computed as the 3rd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local xi-axis,(deg),NTwGages < 4
,TwHt4RPyi,,"yi-component of the rotational position (relative to the inertia frame) of tower gage 4. In ADAMS, it is output as an Euler angle computed as the 2nd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local yi-axis,(deg),NTwGages < 4
,TwHt4RPzi,,"zi-component of the rotational position (relative to the inertia frame) of tower gage 4. In ADAMS, it is output as an Euler angle computed as the 1st rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local zi-axis,(deg),NTwGages < 4
,TwHt5RPxi,,"xi-component of the rotational position (relative to the inertia frame) of tower gage 5. In ADAMS, it is output as an Euler angle computed as the 3rd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local xi-axis,(deg),NTwGages < 5
,TwHt5RPyi,,"yi-component of the rotational position (relative to the inertia frame) of tower gage 5. In ADAMS, it is output as an Euler angle computed as the 2nd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local yi-axis,(deg),NTwGages < 5
,TwHt5RPzi,,"zi-component of the rotational position (relative to the inertia frame) of tower gage 5. In ADAMS, it is output as an Euler angle computed as the 1st rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local zi-axis,(deg),NTwGages < 5
,TwHt6RPxi,,"xi-component of the rotational position (relative to the inertia frame) of tower gage 6. In ADAMS, it is output as an Euler angle computed as the 3rd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local xi-axis,(deg),NTwGages < 6
,TwHt6RPyi,,"yi-component of the rotational position (relative to the inertia frame) of tower gage 6. In ADAMS, it is output as an Euler angle computed as the 2nd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local yi-axis,(deg),NTwGages < 6
,TwHt6RPzi,,"zi-component of the rotational position (relative to the inertia frame) of tower gage 6. In ADAMS, it is output as an Euler angle computed as the 1st rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local zi-axis,(deg),NTwGages < 6
,TwHt7RPxi,,"xi-component of the rotational position (relative to the inertia frame) of tower gage 7. In ADAMS, it is output as an Euler angle computed as the 3rd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local xi-axis,(deg),NTwGages < 7
,TwHt7RPyi,,"yi-component of the rotational position (relative to the inertia frame) of tower gage 7. In ADAMS, it is output as an Euler angle computed as the 2nd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local yi-axis,(deg),NTwGages < 7
,TwHt7RPzi,,"zi-component of the rotational position (relative to the inertia frame) of tower gage 7. In ADAMS, it is output as an Euler angle computed as the 1st rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local zi-axis,(deg),NTwGages < 7
,TwHt8RPxi,,"xi-component of the rotational position (relative to the inertia frame) of tower gage 8. In ADAMS, it is output as an Euler angle computed as the 3rd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local xi-axis,(deg),NTwGages < 8
,TwHt8RPyi,,"yi-component of the rotational position (relative to the inertia frame) of tower gage 8. In ADAMS, it is output as an Euler angle computed as the 2nd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local yi-axis,(deg),NTwGages < 8
,TwHt8RPzi,,"zi-component of the rotational position (relative to the inertia frame) of tower gage 8. In ADAMS, it is output as an Euler angle computed as the 1st rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local zi-axis,(deg),NTwGages < 8
,TwHt9RPxi,,"xi-component of the rotational position (relative to the inertia frame) of tower gage 9. In ADAMS, it is output as an Euler angle computed as the 3rd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local xi-axis,(deg),NTwGages < 9
,TwHt9RPyi,,"yi-component of the rotational position (relative to the inertia frame) of tower gage 9. In ADAMS, it is output as an Euler angle computed as the 2nd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local yi-axis,(deg),NTwGages < 9
,TwHt9RPzi,,"zi-component of the rotational position (relative to the inertia frame) of tower gage 9. In ADAMS, it is output as an Euler angle computed as the 1st rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small tower and platform rotational deflections, so that the rotation sequence does not matter.",About the local zi-axis,(deg),NTwGages < 9
Platform Motions,,,,,,
,PtfmTDxt,,Platform horizontal surge (translational) displacement,Directed along the xt-axis,(m),
,PtfmTDyt,,Platform horizontal sway (translational) displacement,Directed along the yt-axis,(m),
,PtfmTDzt,,Platform vertical heave (translational) displacement,Directed along the zt-axis,(m),
,PtfmTDxi,PtfmSurge,Platform horizontal surge (translational) displacement,Directed along the xi-axis,(m),
,PtfmTDyi,PtfmSway,Platform horizontal sway (translational) displacement,Directed along the yi-axis,(m),
,PtfmTDzi,PtfmHeave,Platform vertical heave (translational) displacement,Directed along the zi-axis,(m),
,PtfmTVxt,,Platform horizontal surge (translational) velocity,Directed along the xt-axis,(m/s),
,PtfmTVyt,,Platform horizontal sway (translational) velocity,Directed along the yt-axis,(m/s),
,PtfmTVzt,,Platform vertical heave (translational) velocity,Directed along the zt-axis,(m/s),
,PtfmTVxi,,Platform horizontal surge (translational) velocity,Directed along the xi-axis,(m/s),
,PtfmTVyi,,Platform horizontal sway (translational) velocity,Directed along the yi-axis,(m/s),
,PtfmTVzi,,Platform vertical heave (translational) velocity,Directed along the zi-axis,(m/s),
,PtfmTAxt,,Platform horizontal surge (translational) acceleration,Directed along the xt-axis,(m/s^2),
,PtfmTAyt,,Platform horizontal sway (translational) acceleration,Directed along the yt-axis,(m/s^2),
,PtfmTAzt,,Platform vertical heave (translational) acceleration,Directed along the zt-axis,(m/s^2),
,PtfmTAxi,,Platform horizontal surge (translational) acceleration,Directed along the xi-axis,(m/s^2),
,PtfmTAyi,,Platform horizontal sway (translational) acceleration,Directed along the yi-axis,(m/s^2),
,PtfmTAzi,,Platform vertical heave (translational) acceleration,Directed along the zi-axis,(m/s^2),
,PtfmRDxi,PtfmRoll,"Platform roll tilt angular (rotational) displacement. In ADAMS, it is output as an Euler angle computed as the 3rd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small rotational platform displacements, so that the rotation sequence does not matter.",About the xi-axis,(deg),
,PtfmRDyi,PtfmPitch,"Platform pitch tilt angular (rotational) displacement. In ADAMS, it is output as an Euler angle computed as the 2nd rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small rotational platform displacements, so that the rotation sequence does not matter.",About the yi-axis,(deg),
,PtfmRDzi,PtfmYaw,"Platform yaw angular (rotational) displacement. In ADAMS, it is output as an Euler angle computed as the 1st rotation in the yaw-pitch-roll rotation sequence. It is not output as an Euler angle in FAST, which assumes small rotational platform displacements, so that the rotation sequence does not matter.",About the zi-axis,(deg),
,PtfmRVxt,,Platform roll tilt angular (rotational) velocity,About the xt-axis,(deg/s),
,PtfmRVyt,,Platform pitch tilt angular (rotational) velocity,About the yt-axis,(deg/s),
,PtfmRVzt,,Platform yaw angular (rotational) velocity,About the zt-axis,(deg/s),
,PtfmRVxi,,Platform roll tilt angular (rotational) velocity,About the xi-axis,(deg/s),
,PtfmRVyi,,Platform pitch tilt angular (rotational) velocity,About the yi-axis,(deg/s),
,PtfmRVzi,,Platform yaw angular (rotational) velocity,About the zi-axis,(deg/s),
,PtfmRAxt,,Platform roll tilt angular (rotational) acceleration,About the xt-axis,(deg/s^2),
,PtfmRAyt,,Platform pitch tilt angular (rotational) acceleration,About the yt-axis,(deg/s^2),
,PtfmRAzt,,Platform yaw angular (rotational) acceleration,About the zt-axis,(deg/s^2),
,PtfmRAxi,,Platform roll tilt angular (rotational) acceleration,About the xi-axis,(deg/s^2),
,PtfmRAyi,,Platform pitch tilt angular (rotational) acceleration,About the yi-axis,(deg/s^2),
,PtfmRAzi,,Platform yaw angular (rotational) acceleration,About the zi-axis,(deg/s^2),
Blade 1 Root Loads,,,,,,
,RootFxc1,,Blade 1 out-of-plane shear force at the blade root,Directed along the xc1-axis,(kN),
,RootFyc1,,Blade 1 in-plane shear force at the blade root,Directed along the yc1-axis,(kN),
,RootFzc1,RootFzb1,Blade 1 axial force at the blade root,Directed along the zc1- and zb1-axes,(kN),
,RootFxb1,,Blade 1 flapwise shear force at the blade root,Directed along the xb1-axis,(kN),
,RootFyb1,,Blade 1 edgewise shear force at the blade root,Directed along the yb1-axis,(kN),
,RootMxc1,RootMIP1,"Blade 1 in-plane moment (i.e., the moment caused by in-plane forces) at the blade root",About the xc1-axis,(kN·m),
,RootMyc1,RootMOoP1,"Blade 1 out-of-plane moment (i.e., the moment caused by out-of-plane forces) at the blade root",About the yc1-axis,(kN·m),
,RootMzc1,RootMzb1,Blade 1 pitching moment at the blade root,About the zc1- and zb1-axes,(kN·m),
,RootMxb1,RootMEdg1,"Blade 1 edgewise moment (i.e., the moment caused by edgewise forces) at the blade root",About the xb1-axis,(kN·m),
,RootMyb1,RootMFlp1,"Blade 1 flapwise moment (i.e., the moment caused by flapwise forces) at the blade root",About the yb1-axis,(kN·m),
Blade 2 Root Loads,,,,,,
,RootFxc2,,Blade 2 out-of-plane shear force at the blade root,Directed along the xc2-axis,(kN),
,RootFyc2,,Blade 2 in-plane shear force at the blade root,Directed along the yc2-axis,(kN),
,RootFzc2,RootFzb2,Blade 2 axial force at the blade root,Directed along the zc2- and zb2-axes,(kN),
,RootFxb2,,Blade 2 flapwise shear force at the blade root,Directed along the xb2-axis,(kN),
,RootFyb2,,Blade 2 edgewise shear force at the blade root,Directed along the yb2-axis,(kN),
,RootMxc2,RootMIP2,"Blade 2 in-plane moment (i.e., the moment caused by in-plane forces) at the blade root",About the xc2-axis,(kN·m),
,RootMyc2,RootMOoP2,"Blade 2 out-of-plane moment (i.e., the moment caused by out-of-plane forces) at the blade root",About the yc2-axis,(kN·m),
,RootMzc2,RootMzb2,Blade 2 pitching moment at the blade root,About the zc2- and zb2-axes,(kN·m),
,RootMxb2,RootMEdg2,"Blade 2 edgewise moment (i.e., the moment caused by edgewise forces) at the blade root",About the xb2-axis,(kN·m),
,RootMyb2,RootMFlp2,"Blade 2 flapwise moment (i.e., the moment caused by flapwise forces) at the blade root",About the yb2-axis,(kN·m),
Blade 3 Root Loads,,,,,,
,RootFxc3,,Blade 3 out-of-plane shear force at the blade root,Directed along the xc3-axis,(kN),NumBl < 3
,RootFyc3,,Blade 3 in-plane shear force at the blade root,Directed along the yc3-axis,(kN),NumBl < 3
,RootFzc3,RootFzb3,Blade 3 axial force at the blade root,Directed along the zc3- and zb3-axes,(kN),NumBl < 3
,RootFxb3,,Blade 3 flapwise shear force at the blade root,Directed along the xb3-axis,(kN),NumBl < 3
,RootFyb3,,Blade 3 edgewise shear force at the blade root,Directed along the yb3-axis,(kN),NumBl < 3
,RootMxc3,RootMIP3,"Blade 3 in-plane moment (i.e., the moment caused by in-plane forces) at the blade root",About the xc3-axis,(kN·m),NumBl < 3
,RootMyc3,RootMOoP3,"Blade 3 out-of-plane moment (i.e., the moment caused by out-of-plane forces) at the blade root",About the yc3-axis,(kN·m),NumBl < 3
,RootMzc3,RootMzb3,Blade 3 pitching moment at the blade root,About the zc3- and zb3-axes,(kN·m),NumBl < 3
,RootMxb3,RootMEdg3,"Blade 3 edgewise moment (i.e., the moment caused by edgewise forces) at the blade root",About the xb3-axis,(kN·m),NumBl < 3
,RootMyb3,RootMFlp3,"Blade 3 flapwise moment (i.e., the moment caused by flapwise forces) at the blade root",About the yb3-axis,(kN·m),NumBl < 3
Blade 1 Local Span Loads,,,,,,
,Spn1MLxb1,,Blade 1 local edgewise moment at span station 1,About the local xb1-axis,(kN·m),NBlGages < 1
,Spn1MLyb1,,Blade 1 local flapwise moment at span station 1,About the local yb1-axis,(kN·m),NBlGages < 1
,Spn1MLzb1,,Blade 1 local pitching moment at span station 1,About the local zb1-axis,(kN·m),NBlGages < 1
,Spn2MLxb1,,Blade 1 local edgewise moment at span station 2,About the local xb1-axis,(kN·m),NBlGages < 2
,Spn2MLyb1,,Blade 1 local flapwise moment at span station 2,About the local yb1-axis,(kN·m),NBlGages < 2
,Spn2MLzb1,,Blade 1 local pitching moment at span station 2,About the local zb1-axis,(kN·m),NBlGages < 2
,Spn3MLxb1,,Blade 1 local edgewise moment at span station 3,About the local xb1-axis,(kN·m),NBlGages < 3
,Spn3MLyb1,,Blade 1 local flapwise moment at span station 3,About the local yb1-axis,(kN·m),NBlGages < 3
,Spn3MLzb1,,Blade 1 local pitching moment at span station 3,About the local zb1-axis,(kN·m),NBlGages < 3
,Spn4MLxb1,,Blade 1 local edgewise moment at span station 4,About the local xb1-axis,(kN·m),NBlGages < 4
,Spn4MLyb1,,Blade 1 local flapwise moment at span station 4,About the local yb1-axis,(kN·m),NBlGages < 4
,Spn4MLzb1,,Blade 1 local pitching moment at span station 4,About the local zb1-axis,(kN·m),NBlGages < 4
,Spn5MLxb1,,Blade 1 local edgewise moment at span station 5,About the local xb1-axis,(kN·m),NBlGages < 5
,Spn5MLyb1,,Blade 1 local flapwise moment at span station 5,About the local yb1-axis,(kN·m),NBlGages < 5
,Spn5MLzb1,,Blade 1 local pitching moment at span station 5,About the local zb1-axis,(kN·m),NBlGages < 5
,Spn6MLxb1,,Blade 1 local edgewise moment at span station 6,About the local xb1-axis,(kN·m),NBlGages < 6
,Spn6MLyb1,,Blade 1 local flapwise moment at span station 6,About the local yb1-axis,(kN·m),NBlGages < 6
,Spn6MLzb1,,Blade 1 local pitching moment at span station 6,About the local zb1-axis,(kN·m),NBlGages < 6
,Spn7MLxb1,,Blade 1 local edgewise moment at span station 7,About the local xb1-axis,(kN·m),NBlGages < 7
,Spn7MLyb1,,Blade 1 local flapwise moment at span station 7,About the local yb1-axis,(kN·m),NBlGages < 7
,Spn7MLzb1,,Blade 1 local pitching moment at span station 7,About the local zb1-axis,(kN·m),NBlGages < 7
,Spn8MLxb1,,Blade 1 local edgewise moment at span station 8,About the local xb1-axis,(kN·m),NBlGages < 8
,Spn8MLyb1,,Blade 1 local flapwise moment at span station 8,About the local yb1-axis,(kN·m),NBlGages < 8
,Spn8MLzb1,,Blade 1 local pitching moment at span station 8,About the local zb1-axis,(kN·m),NBlGages < 8
,Spn9MLxb1,,Blade 1 local edgewise moment at span station 9,About the local xb1-axis,(kN·m),NBlGages < 9
,Spn9MLyb1,,Blade 1 local flapwise moment at span station 9,About the local yb1-axis,(kN·m),NBlGages < 9
,Spn9MLzb1,,Blade 1 local pitching moment at span station 9,About the local zb1-axis,(kN·m),NBlGages < 9
,Spn1FLxb1,,Blade 1 local flapwise shear force at span station 1,Directed along the local xb1-axis,(kN),NBlGages < 1
,Spn1FLyb1,,Blade 1 local edgewise shear force at span station 1,Directed along the local yb1-axis,(kN),NBlGages < 1
,Spn1FLzb1,,Blade 1 local axial force at span station 1,Directed along the local zb1-axis,(kN),NBlGages < 1
,Spn2FLxb1,,Blade 1 local flapwise shear force at span station 2,Directed along the local xb1-axis,(kN),NBlGages < 2
,Spn2FLyb1,,Blade 1 local edgewise shear force at span station 2,Directed along the local yb1-axis,(kN),NBlGages < 2
,Spn2FLzb1,,Blade 1 local axial force at span station 2,Directed along the local zb1-axis,(kN),NBlGages < 2
,Spn3FLxb1,,Blade 1 local flapwise shear force at span station 3,Directed along the local xb1-axis,(kN),NBlGages < 3
,Spn3FLyb1,,Blade 1 local edgewise shear force at span station 3,Directed along the local yb1-axis,(kN),NBlGages < 3
,Spn3FLzb1,,Blade 1 local axial force at span station 3,Directed along the local zb1-axis,(kN),NBlGages < 3
,Spn4FLxb1,,Blade 1 local flapwise shear force at span station 4,Directed along the local xb1-axis,(kN),NBlGages < 4
,Spn4FLyb1,,Blade 1 local edgewise shear force at span station 4,Directed along the local yb1-axis,(kN),NBlGages < 4
